Ticker,Name,Sector,Weight (%),Market Value,Price
GTX,GARRETT MOTION INC,Consumer Discretionary,0.09,"71,011,107.72",17.64
IDYA,IDEAYA BIOSCIENCES INC,Health Care,0.09,"70,960,474.52",34.84
AKR,ACADIA REALTY TRUST REIT,Real Estate,0.09,"70,871,499.88",20.92
APLE,APPLE HOSPITALITY REIT INC,Real Estate,0.09,"70,750,579.76",12.04
AWR,AMERICAN STATES WATER,Utilities,0.09,"70,711,769.52",73.08
CPRX,CATALYST PHARMACEUTICALS INC,Health Care,0.09,"70,593,579.84",24.06
HP,HELMERICH & PAYNE INC,Energy,0.09,"70,417,450.32",28.56
PRVA,PRIVIA HEALTH GROUP INC,Health Care,0.09,"70,232,935.98",23.86
SUPN,SUPERNUS PHARMACEUTICALS INC,Health Care,0.09,"70,164,478.75",51.25
SFNC,SIMMONS FIRST NATIONAL CORP CLASS,Financials,0.09,"69,796,761.60",19.05
HGV,HILTON GRAND VACATIONS INC,Consumer Discretionary,0.09,"69,771,869.36",45.04
HNI,HNI CORP,Industrials,0.09,"69,250,510.76",42.74
INTA,INTAPP INC,Information Technology,0.09,"69,103,203.84",47.52
WDFC,WD-40,Consumer Staples,0.09,"69,067,739.93",201.67
SXI,STANDEX INTERNATIONAL CORP,Industrials,0.09,"68,815,019.70",226.65
DBRG,DIGITALBRIDGE GROUP INC CLASS A,Financials,0.09,"68,788,890.66",15.26
ITGR,INTEGER HOLDINGS CORP,Health Care,0.09,"68,691,447.48",78.53
BOH,BANK OF HAWAII CORP,Financials,0.09,"68,201,402.67",69.21
TPH,TRI POINTE HOMES INC,Consumer Discretionary,0.09,"68,156,542.42",31.94
BEAM,BEAM THERAPEUTICS INC,Health Care,0.09,"67,566,538.56",27.84
APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Financials,0.09,"67,542,574.20",41.70
NMRK,NEWMARK GROUP INC CLASS A,Real Estate,0.09,"67,123,316.05",17.63
HUBG,HUB GROUP INC CLASS A,Industrials,0.09,"67,049,041.92",43.71
ABM,ABM INDUSTRIES INC,Industrials,0.09,"67,008,169.80",42.90
VC,VISTEON CORP,Consumer Discretionary,0.09,"66,801,148.40",95.80
MTRN,MATERION CORP,Materials,0.09,"66,582,954.30",126.78
CSTM,CONSTELLIUM SE CLASS A,Materials,0.09,"66,188,555.08",18.91
SPHR,SPHERE ENTERTAINMENT CLASS A,Communication,0.09,"66,170,025.45",93.19
CBZ,CBIZ INC,Industrials,0.09,"66,132,536.40",52.92
COCO,THE VITA COCO COMPANY INC,Consumer Staples,0.09,"65,859,560.28",54.52
MGRC,MCGRATH RENT,Industrials,0.09,"65,576,765.10",106.26
CWT,CALIFORNIA WATER SERVICE GROUP,Utilities,0.09,"65,559,890.88",43.56
MCY,MERCURY GENERAL CORP,Financials,0.09,"65,465,476.61",94.07
VICR,VICOR CORP,Industrials,0.09,"65,407,440.00",112.00
WAFD,WAFD INC,Financials,0.09,"64,942,205.76",32.92
CVBF,CVB FINANCIAL CORP,Financials,0.09,"64,743,049.00",19.18
BANC,BANC OF CALIFORNIA INC,Financials,0.09,"64,719,717.40",19.63
ACLS,AXCELIS TECHNOLOGIES INC,Information Technology,0.09,"64,571,853.08",81.82
FFBC,FIRST FINANCIAL BANCORP,Financials,0.09,"64,342,695.36",25.44
UE,URBAN EDGE PROPERTIES,Real Estate,0.09,"64,236,706.94",19.43
DNOW,DNOW INC,Industrials,0.09,"64,025,349.78",13.57
BKD,BROOKDALE SENIOR LIVING INC,Health Care,0.09,"63,864,932.37",10.83
VRDN,VIRIDIAN THERAPEUTICS ORS INC,Health Care,0.09,"63,847,115.88",31.54
UPWK,UPWORK INC,Industrials,0.08,"63,496,715.10",20.30
TOWN,TOWNEBANK,Financials,0.08,"63,444,420.65",33.61
FRSH,FRESHWORKS INC CLASS A,Information Technology,0.08,"63,362,341.08",12.36
ADPT,ADAPTIVE BIOTECHNOLOGIES CORP,Health Care,0.08,"63,295,407.90",16.65
NSIT,INSIGHT ENTERPRISES INC,Information Technology,0.08,"63,044,335.48",83.66
TDW,TIDEWATER INC,Energy,0.08,"62,994,566.76",50.46
PTON,PELOTON INTERACTIVE CLASS A INC,Consumer Discretionary,0.08,"62,859,163.95",6.27
ALRM,ALARM.COM HOLDINGS INC,Information Technology,0.08,"62,791,900.42",51.82
ATEC,ALPHATEC HOLDNGS INC,Health Care,0.08,"62,595,928.00",20.98
BBAI,BIGBEAR.AI HOLDINGS INC,Information Technology,0.08,"62,531,396.55",5.67
WGS,GENEDX HOLDINGS CORP CLASS A,Health Care,0.08,"62,519,463.82",129.34
BLKB,BLACKBAUD INC,Information Technology,0.08,"62,428,291.30",64.30
GT,GOODYEAR TIRE & RUBBER,Consumer Discretionary,0.08,"61,674,052.00",8.80
DYN,DYNE THERAPEUTICS INC,Health Care,0.08,"61,516,047.84",19.59
AMR,ALPHA METALLURGICAL RESOURCE INC,Materials,0.08,"61,275,133.40",205.40
CUBI,CUSTOMERS BANCORP INC,Financials,0.08,"61,244,742.44",74.89
FCPT,FOUR CORNERS PROPERTY INC TRUST,Real Estate,0.08,"61,050,160.16",23.48
CNK,CINEMARK HOLDINGS INC,Communication,0.08,"60,942,549.04",23.11
GENI,GENIUS SPORTS LTD,Consumer Discretionary,0.08,"60,892,718.28",10.94
OII,OCEANEERING INTERNATIONAL INC,Energy,0.08,"60,641,442.22",24.14
AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,0.08,"60,613,762.95",39.87
RELY,REMITLY GLOBAL INC,Financials,0.08,"60,609,915.65",14.05
PLUS,EPLUS,Information Technology,0.08,"60,525,591.30",89.55
FBK,FB FINANCIAL CORP,Financials,0.08,"60,381,018.32",56.84
PFS,PROVIDENT FINANCIAL SERVICES INC,Financials,0.08,"60,272,646.75",20.25
KLIC,KULICKE AND SOFFA INDUSTRIES INC,Information Technology,0.08,"60,232,872.03",46.29
TRMK,TRUSTMARK CORP,Financials,0.08,"60,192,051.92",39.83
DAVE,DAVE INC CLASS A,Financials,0.08,"60,111,745.26",227.74
CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary,0.08,"60,099,012.75",50.75
PHIN,PHINIA INC,Consumer Discretionary,0.08,"59,735,459.25",61.65
PRK,PARK NATIONAL CORP,Financials,0.08,"59,299,744.86",155.91
CON,CONCENTRA GROUP HOLDINGS PARENT IN,Health Care,0.08,"59,113,840.44",20.14
STNG,SCORPIO TANKERS INC,Energy,0.08,"59,077,834.02",51.63
MGNI,MAGNITE INC,Communication,0.08,"58,711,415.35",16.45
OI,O I GLASS INC,Materials,0.08,"58,572,086.07",14.97
IVT,INVENTRUST PROPERTIES CORP,Real Estate,0.08,"58,494,729.42",28.62
DIOD,DIODES INC,Information Technology,0.08,"58,448,420.02",50.02
CHEF,CHEFS WAREHOUSE INC,Consumer Staples,0.08,"58,361,286.96",63.24
JOE,ST JOE,Real Estate,0.08,"58,045,642.29",59.49
OCUL,OCULAR THERAPEUTIX INC,Health Care,0.08,"58,013,208.30",12.30
KSS,KOHLS CORP,Consumer Discretionary,0.08,"57,970,035.51",20.87
GOLF,ACUSHNET HOLDINGS CORP,Consumer Discretionary,0.08,"57,796,852.92",82.76
CURB,CURBLINE PROPERTIES,Real Estate,0.08,"57,762,674.48",23.26
BANF,BANCFIRST CORP,Financials,0.08,"57,568,706.10",108.30
WRBY,WARBY PARKER INC CLASS A,Consumer Discretionary,0.08,"57,397,558.00",23.00
FRME,FIRST MERCHANTS CORP,Financials,0.08,"57,050,388.00",38.00
LC,LENDINGCLUB CORP,Financials,0.08,"56,865,917.76",19.52
EXTR,EXTREME NETWORKS INC,Information Technology,0.08,"56,762,082.36",16.92
SYRE,SPYRE THERAPEUTICS INC,Health Care,0.08,"56,745,242.40",32.56
GEO,GEO GROUP INC,Industrials,0.08,"56,748,466.50",16.50
LQDA,LIQUIDIA CORP,Health Care,0.08,"56,721,903.75",34.75
HI,HILLENBRAND INC,Industrials,0.08,"56,685,652.17",31.71
PBF,PBF ENERGY INC CLASS A,Energy,0.08,"56,543,868.10",26.54
CGON,CG ONCOLOGY INC,Health Care,0.08,"56,513,906.60",39.86
ACLX,ARCELLX INC,Health Care,0.08,"56,449,994.64",65.13
BBT,BEACON FINANCIAL CORP,Financials,0.08,"56,327,456.44",26.63
AAOI,APPLIED OPTOELECTRONICS INC,Information Technology,0.07,"56,308,276.50",36.75
SLNO,SOLENO THERAPEUTICS INC,Health Care,0.07,"56,212,896.75",47.55
PLUG,PLUG POWER INC,Industrials,0.07,"56,218,616.93",1.97
NBTB,NBT BANCORP INC,Financials,0.07,"55,839,764.70",42.30
BULL,WEBULL CORP CLASS A,Financials,0.07,"55,774,764.76",8.06
DNLI,DENALI THERAPEUTICS INC,Health Care,0.07,"55,695,254.14",16.58
KMT,KENNAMETAL INC,Industrials,0.07,"55,690,425.93",28.79
NUVB,NUVATION BIO INC CLASS A,Health Care,0.07,"55,658,950.32",9.06
CWK,CUSHMAN AND WAKEFIELD LTD,Real Estate,0.07,"55,635,417.72",16.53
BANR,BANNER CORP,Financials,0.07,"55,555,689.00",64.05
HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Utilities,0.07,"55,468,189.08",12.51
TRN,TRINITY INDUSTRIES INC,Industrials,0.07,"55,302,419.97",27.09
MRX,MAREX GROUP PLC,Financials,0.07,"55,196,413.12",39.28
CSGS,CSG SYSTEMS INTERNATIONAL INC,Industrials,0.07,"55,085,565.72",76.92
NGVT,INGEVITY CORP,Materials,0.07,"55,083,654.76",59.48
SM,SM ENERGY,Energy,0.07,"54,956,736.60",18.74
ATKR,ATKORE INC,Industrials,0.07,"54,793,070.22",64.14
NTB,BANK OF NT BUTTERFIELD & SON LTD,Financials,0.07,"54,434,909.37",50.37
SDRL,SEADRILL LTD,Energy,0.07,"54,260,605.90",33.70
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,0.07,"54,221,910.30",53.70
ASGN,ASGN INC,Information Technology,0.07,"54,078,455.97",49.83
SONO,SONOS INC,Consumer Discretionary,0.07,"54,055,698.32",17.68
FBNC,FIRST BANCORP,Financials,0.07,"54,004,355.30",51.94
QUBT,QUANTUM COMPUTING INC,Information Technology,0.07,"53,994,952.97",10.57
NOG,NORTHERN OIL AND GAS INC,Energy,0.07,"53,737,957.20",21.90
OMCL,OMNICELL INC,Health Care,0.07,"53,705,160.54",46.14
OSW,ONESPAWORLD HOLDINGS LTD,Consumer Discretionary,0.07,"53,615,597.73",21.31
PPTA,PERPETUA RESOURCES CORP,Materials,0.07,"53,298,203.40",24.70
EPAC,ENERPAC TOOL GROUP CORP CLASS A,Industrials,0.07,"53,262,952.10",39.85
HCI,HCI GROUP INC,Financials,0.07,"53,084,502.92",192.82
BUSE,FIRST BUSEY CORP,Financials,0.07,"52,951,606.44",24.27
EYE,NATIONAL VISION HOLDINGS INC,Consumer Discretionary,0.07,"52,749,328.64",26.56
CENX,CENTURY ALUMINUM,Materials,0.07,"52,654,028.80",39.04
PTEN,PATTERSON UTI ENERGY INC,Energy,0.07,"52,606,625.17",5.93
WVE,WAVE LIFE SCIENCES LTD,Health Care,0.07,"52,484,271.14",17.86
TIC,TIC SOLUTIONS INC,Industrials,0.07,"52,353,720.18",10.38
AVPT,AVEPOINT INC CLASS A,Information Technology,0.07,"52,074,084.72",14.03
CXW,CORECIVIC REIT INC,Industrials,0.07,"52,057,846.80",19.35
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,0.07,"52,050,367.20",55.12
RXO,RXO INC,Industrials,0.07,"51,963,575.52",12.57
ACMR,ACM RESEARCH CLASS A INC,Information Technology,0.07,"51,360,730.54",39.97
UNFI,UNITED NATURAL FOODS INC,Consumer Staples,0.07,"51,298,977.84",33.72
IMNM,IMMUNOME INC,Health Care,0.07,"51,202,800.00",21.60
CTRI,CENTURI HOLDINGS INC,Industrials,0.07,"50,899,535.24",25.66
DX,DYNEX CAPITAL REIT INC,Financials,0.07,"50,884,107.12",13.86
POWI,POWER INTEGRATIONS INC,Information Technology,0.07,"50,825,030.10",35.90
WD,WALKER & DUNLOP INC,Financials,0.07,"50,738,639.67",60.73
QDEL,QUIDELORTHO CORP,Health Care,0.07,"50,564,973.10",29.30
STC,STEWART INFO SERVICES CORP,Financials,0.07,"50,385,492.79",70.81
ADUS,ADDUS HOMECARE CORP,Health Care,0.07,"50,322,692.42",110.11
ARR,ARMOUR RESIDENTIAL REIT INC,Financials,0.07,"50,174,539.20",17.56
KWR,QUAKER HOUGHTON CORP,Materials,0.07,"50,146,246.85",143.45
NTCT,NETSCOUT SYSTEMS INC,Information Technology,0.07,"50,146,962.72",27.57
INSW,INTERNATIONAL SEAWAYS INC,Energy,0.07,"50,141,650.40",49.15
GRBK,GREEN BRICK PARTNERS INC,Consumer Discretionary,0.07,"50,074,315.80",63.78
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care,0.07,"49,978,056.97",12.91
TWST,TWIST BIOSCIENCE CORP,Health Care,0.07,"49,879,472.85",32.85
CRGY,CRESCENT ENERGY CLASS A,Energy,0.07,"49,868,713.08",8.34
CRVL,CORVEL CORP,Health Care,0.07,"49,845,583.20",68.60
ATRC,ATRICURE INC,Health Care,0.07,"49,742,922.07",40.42
MTX,MINERALS TECHNOLOGIES INC,Materials,0.07,"49,546,148.34",62.14
IRON,DISC MEDICINE INC,Health Care,0.07,"49,519,051.32",78.29
AORT,ARTIVION INC,Health Care,0.07,"49,436,565.49",46.33
HMN,HORACE MANN EDUCATORS CORP,Financials,0.07,"49,419,245.74",46.57
LION,LIONSGATE STUDIOS CORP,Communication,0.07,"49,287,139.76",9.43
DRH,DIAMONDROCK HOSPITALITY,Real Estate,0.07,"49,200,452.07",9.17
NRIX,NURIX THERAPEUTICS INC,Health Care,0.07,"49,138,835.68",19.36
PRDO,PERDOCEO EDUCATION CORP,Consumer Discretionary,0.07,"48,971,537.16",29.82
EVTC,EVERTEC INC,Financials,0.07,"48,881,709.81",29.49
RAMP,LIVERAMP HOLDINGS INC,Information Technology,0.07,"48,857,288.36",29.74
AVDL,AVADEL PHARMACEUTICALS ORD,Health Care,0.07,"48,850,768.35",21.55
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,0.06,"48,746,841.78",47.13
PGNY,PROGYNY INC,Health Care,0.06,"48,727,087.92",25.62
SGHC,SUPER GROUP LTD,Consumer Discretionary,0.06,"48,624,112.52",11.98
IOSP,INNOSPEC INC,Materials,0.06,"48,573,019.52",78.56
ADEA,ADEIA INC,Information Technology,0.06,"48,315,291.18",17.31
KALU,KAISER ALUMINIUM CORP,Materials,0.06,"48,247,812.48",117.88
MD,PEDIATRIX MEDICAL GROUP INC,Health Care,0.06,"48,184,508.79",21.89
AUPH,AURINIA PHARMACEUTICALS INC,Health Care,0.06,"48,123,834.29",15.89
PLAB,PHOTRONICS INC,Information Technology,0.06,"47,856,350.64",32.97
STRA,STRATEGIC EDUCATION INC,Consumer Discretionary,0.06,"47,856,633.28",80.84
VCEL,VERICEL CORP,Health Care,0.06,"47,845,228.62",37.59
SKWD,SKYWARD SPECIALTY INSURANCE GROUP,Financials,0.06,"47,828,387.08",52.12
BUR,BURFORD CAPITAL LTD,Financials,0.06,"47,813,462.75",9.25
SEI,SOLARIS OILFIELD INFRASTRUCTURE IN,Energy,0.06,"47,767,247.10",44.58
PRGS,PROGRESS SOFTWARE CORP,Information Technology,0.06,"47,279,055.20",43.60
BELFB,BEL FUSE INC CLASS B,Information Technology,0.06,"47,178,670.42",174.34
TPB,TURNING POINT BRANDS INC,Consumer Staples,0.06,"46,948,694.52",106.68
SMPL,THE SIMPLY GOOD FOODS COMPANY,Consumer Staples,0.06,"46,899,558.49",19.99
OFG,OFG BANCORP,Financials,0.06,"46,850,338.64",41.56
BWIN,BALDWIN INSURANCE GROUP INC CLASS,Financials,0.06,"46,843,811.44",25.84
KN,KNOWLES CORP,Information Technology,0.06,"46,721,792.45",21.61
SMR,NUSCALE POWER CORP CLASS A,Industrials,0.06,"46,591,282.40",14.48
RCUS,ARCUS BIOSCIENCES INC,Health Care,0.06,"46,546,546.21",23.33
WERN,WERNER ENTERPRISES INC,Industrials,0.06,"46,542,029.49",30.69
YELP,YELP INC,Communication,0.06,"46,380,654.18",30.18
LASR,NLIGHT INC,Information Technology,0.06,"46,118,129.13",39.01
RSI,RUSH STREET INTERACTIVE INC CLASS,Consumer Discretionary,0.06,"45,985,643.25",19.75
BFH,BREAD FINANCIAL HOLDINGS INC,Financials,0.06,"45,923,026.38",75.18
VSH,VISHAY INTERTECHNOLOGY INC,Information Technology,0.06,"45,914,767.20",14.90
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,0.06,"45,898,259.82",17.07
HLIO,HELIOS TECHNOLOGIES INC,Industrials,0.06,"45,863,415.65",54.49
CC,CHEMOURS,Materials,0.06,"45,793,117.76",11.96
MQ,MARQETA INC CLASS A,Financials,0.06,"45,751,981.28",4.88
CECO,CECO ENVIRONMENTAL CORP,Industrials,0.06,"45,701,278.06",60.98
CNS,COHEN & STEERS INC,Financials,0.06,"45,654,561.36",63.99
IMVT,IMMUNOVANT INC,Health Care,0.06,"45,600,448.92",25.61
SNDX,SYNDAX PHARMACEUTICALS INC,Health Care,0.06,"45,551,570.12",21.07
DK,DELEK US HOLDINGS INC,Energy,0.06,"45,461,091.25",29.99
CRK,COMSTOCK RESOURCES INC,Energy,0.06,"45,417,582.52",24.13
GEF,GREIF INC CLASS A,Materials,0.06,"45,346,111.44",70.21
GSHD,GOOSEHEAD INSURANCE INC CLASS A,Financials,0.06,"45,325,253.16",75.24
TXG,10X GENOMICS INC CLASS A,Health Care,0.06,"45,240,946.55",16.15
NWBI,NORTHWEST BANCSHARES INC,Financials,0.06,"45,238,305.26",12.23
ARCB,ARCBEST CORP,Industrials,0.06,"45,224,468.19",76.89
ANDE,ANDERSONS INC,Consumer Staples,0.06,"45,208,481.10",53.63
TNET,TRINET GROUP INCINARY,Industrials,0.06,"45,189,861.55",59.35
PARR,PAR PACIFIC HOLDINGS INC,Energy,0.06,"45,066,176.54",35.42
HLMN,HILLMAN SOLUTIONS CORP,Industrials,0.06,"44,957,829.60",8.94
NHC,NATIONAL HEALTHCARE CORP,Health Care,0.06,"44,940,248.19",138.77
UFPT,UFP TECHNOLOGIES INC,Health Care,0.06,"44,915,157.36",235.92
ALG,ALAMO GROUP INC,Industrials,0.06,"44,838,387.16",172.34
DBD,DIEBOLD NIXDORF INC,Information Technology,0.06,"44,702,949.20",69.16
AI,C3 AI INC CLASS A,Information Technology,0.06,"44,635,187.25",13.95
BATRK,ATLANTA BRAVES HOLDINGS INC SERIES,Communication,0.06,"44,611,333.65",39.51
PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,0.06,"44,569,430.40",9.68
MNKD,MANNKIND CORP,Health Care,0.06,"44,350,106.79",5.77
SYBT,STOCK YARDS BANCORP INC,Financials,0.06,"44,305,241.84",66.61
PACS,PACS GROUP INC,Health Care,0.06,"43,815,479.96",39.02
VECO,VEECO INSTRUMENTS INC,Information Technology,0.06,"43,680,495.64",29.24
LUNR,INTUITIVE MACHINES INC CLASS A,Industrials,0.06,"43,644,979.50",15.70
MLYS,MINERALYS THERAPEUTICS INC,Health Care,0.06,"43,596,591.75",36.83
LMAT,LEMAITRE VASCULAR INC,Health Care,0.06,"43,390,236.96",82.96
GNL,GLOBAL NET LEASE INC,Real Estate,0.06,"43,372,151.00",8.50
PRCT,PROCEPT BIOROBOTICS CORP,Health Care,0.06,"43,341,865.10",32.15
IE,IVANHOE ELECTRIC INC,Materials,0.06,"43,261,271.68",16.06
CHCO,CITY HOLDING,Financials,0.06,"43,236,816.48",123.36
SPNT,SIRIUSPOINT LTD,Financials,0.06,"43,208,301.43",22.19
FLYW,FLYWIRE CORP,Financials,0.06,"43,154,475.15",14.37
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Real Estate,0.06,"43,141,330.08",9.12
CLDX,CELLDEX THERAPEUTICS INC,Health Care,0.06,"43,076,292.13",26.03
ROG,ROGERS CORP,Information Technology,0.06,"43,068,626.81",93.83
ATRO,ASTRONICS CORP,Industrials,0.06,"42,976,546.48",54.98
BKE,BUCKLE INC,Consumer Discretionary,0.06,"42,965,365.25",53.87
CASH,PATHWARD FINANCIAL INC,Financials,0.06,"42,945,948.77",73.03
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,0.06,"42,547,422.48",177.36
SLVM,SYLVAMO CORP,Materials,0.06,"42,522,657.84",48.36
TILE,INTERFACE INC,Industrials,0.06,"42,279,112.64",28.64
HRMY,HARMONY BIOSCIENCES HLDG INC,Health Care,0.06,"42,162,592.16",37.91
EWTX,EDGEWISE THERAPEUTICS INC,Health Care,0.06,"42,164,113.52",24.62
NIC,NICOLET BANKSHARES INC,Financials,0.06,"41,860,439.95",123.67
IMAX,IMAX CORP,Communication,0.06,"41,825,470.75",37.45
DHT,DHT HOLDINGS INC,Energy,0.06,"41,797,786.20",12.30
REAL,THE REALREAL INC,Consumer Discretionary,0.06,"41,772,249.76",16.36
WOR,WORTHINGTON ENTERPRISES INC,Industrials,0.06,"41,702,576.07",52.19
BRSL,BRIGHTSTAR LOTTERY PLC,Consumer Discretionary,0.06,"41,570,222.57",15.53
VAC,MARRIOTT VACATIONS WORLDWIDE CORP,Consumer Discretionary,0.06,"41,469,107.40",58.10
ICFI,ICF INTERNATIONAL INC,Industrials,0.05,"41,283,716.98",88.57
DGII,DIGI INTERNATIONAL INC,Information Technology,0.05,"41,117,805.56",44.26
ALKT,ALKAMI TECHNOLOGY INC,Information Technology,0.05,"41,087,498.40",23.40
SEM,SELECT MEDICAL HOLDINGS CORP,Health Care,0.05,"41,063,463.32",14.89
INOD,INNODATA INC,Industrials,0.05,"40,806,554.88",52.08
BCRX,BIOCRYST PHARMACEUTICALS INC,Health Care,0.05,"40,749,431.70",7.71
HTO,H2O AMERICA,Utilities,0.05,"40,663,279.70",48.89
HROW,HARROW INC,Health Care,0.05,"40,648,608.00",50.76
BHE,BENCHMARK ELECTRONICS INC,Information Technology,0.05,"40,538,628.00",44.46
NEO,NEOGENOMICS INC,Health Care,0.05,"40,381,957.80",12.30
NN,NEXTNAV INC,Information Technology,0.05,"40,346,703.40",16.84
ADNT,ADIENT PLC,Consumer Discretionary,0.05,"40,276,486.51",19.37
BLBD,BLUE BIRD CORP,Industrials,0.05,"40,246,513.56",50.09
FTRE,FORTREA HOLDINGS INC,Health Care,0.05,"40,169,712.75",17.25
NEOG,NEOGEN CORP,Health Care,0.05,"40,100,421.50",7.22
KNTK,KINETIK HOLDINGS INC CLASS A,Energy,0.05,"40,063,719.69",35.79
TRIP,TRIPADVISOR INC,Consumer Discretionary,0.05,"40,026,085.20",13.77
LZB,LA-Z-BOY INC,Consumer Discretionary,0.05,"39,984,349.66",37.78
LGN,LEGENCE CORP CLASS A,Industrials,0.05,"39,962,819.70",43.86
RXRX,RECURSION PHARMACEUTICALS INC CLAS,Health Care,0.05,"39,820,943.75",4.13
WLDN,WILLDAN GROUP INC,Industrials,0.05,"39,731,479.55",110.81
NNI,NELNET INC CLASS A,Financials,0.05,"39,715,456.00",134.72
LTC,LTC PROPERTIES REIT INC,Real Estate,0.05,"39,676,400.64",34.56
PAYO,PAYONEER GLOBAL INC,Financials,0.05,"39,671,402.63",5.69
MODG,TOPGOLF CALLAWAY BRANDS CORP,Consumer Discretionary,0.05,"39,621,627.50",11.83
ELME,ELME,Real Estate,0.05,"39,614,360.55",17.47
STBA,S AND T BANCORP INC,Financials,0.05,"39,544,302.65",40.13
COLL,COLLEGIUM PHARMACEUTICAL INC,Health Care,0.05,"39,527,642.28",49.48
CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,0.05,"39,464,246.25",59.67
HTH,HILLTOP HOLDINGS INC,Financials,0.05,"39,419,584.75",34.45
FIVN,FIVE9 INC,Information Technology,0.05,"39,357,707.84",19.95
IPAR,INTERPARFUMS INC,Consumer Staples,0.05,"39,314,990.44",84.67
ENOV,ENOVIS CORP,Health Care,0.05,"39,161,444.12",27.08
DVAX,DYNAVAX TECHNOLOGIES CORP,Health Care,0.05,"39,127,239.93",15.37
AIN,ALBANY INTERNATIONAL CORP CLASS A,Industrials,0.05,"38,896,889.74",51.91
OLMA,OLEMA PHARMACEUTICALS INC,Health Care,0.05,"38,869,547.72",25.64
AGIO,AGIOS PHARMACEUTICALS INC,Health Care,0.05,"38,842,330.80",27.16
HOUS,ANYWHERE REAL ESTATE INC,Real Estate,0.05,"38,782,223.90",14.35
WT,WISDOMTREE INC,Financials,0.05,"38,763,184.80",12.36
ALEX,ALEXANDER AND BALDWIN INC,Real Estate,0.05,"38,574,527.60",20.72
CCB,COASTAL FINANCIAL CORP,Financials,0.05,"38,543,205.05",117.19
ARRY,ARRAY TECHNOLOGIES INC,Industrials,0.05,"38,400,560.88",9.96
TCBK,TRICO BANCSHARES,Financials,0.05,"38,385,028.08",47.93
TNDM,TANDEM DIABETES CARE INC,Health Care,0.05,"38,387,882.61",22.33
VYX,NCR VOYIX CORP,Information Technology,0.05,"38,330,360.95",10.57
SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,Industrials,0.05,"38,259,827.20",8.96
DXPE,DXP ENTERPRISES INC,Industrials,0.05,"38,069,293.60",115.18
ROCK,GIBRALTAR INDUSTRIES INC,Industrials,0.05,"38,020,277.88",50.28
NTST,NETSTREIT CORP,Real Estate,0.05,"37,851,365.16",17.64
AXGN,AXOGEN INC,Health Care,0.05,"37,802,982.30",33.45
PAR,PAR TECHNOLOGY CORP,Information Technology,0.05,"37,690,391.45",37.19
ANIP,ANI PHARMACEUTICALS INC,Health Care,0.05,"37,423,569.56",81.38
LEG,LEGGETT & PLATT INC,Consumer Discretionary,0.05,"37,385,236.71",11.01
FUN,SIX FLAGS ENTERTAINMENT CORP,Consumer Discretionary,0.05,"37,336,552.26",15.33
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Financials,0.05,"37,301,594.71",38.51
GTY,GETTY REALTY REIT CORP,Real Estate,0.05,"37,259,672.25",27.33
ZD,ZIFF DAVIS INC,Communication,0.05,"37,238,676.00",35.76
STEL,STELLAR BANCORP INC,Financials,0.05,"37,206,965.88",30.99
SPB,SPECTRUM BRANDS HOLDINGS INC,Consumer Staples,0.05,"36,976,845.03",60.31
MXL,MAXLINEAR INC,Information Technology,0.05,"36,958,574.64",17.58
TALO,TALOS ENERGY INC,Energy,0.05,"36,893,834.94",11.09
TFIN,TRIUMPH FINANCIAL INC,Financials,0.05,"36,843,478.38",63.54
LKFN,LAKELAND FINANCIAL CORP,Financials,0.05,"36,838,537.39",58.43
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Information Technology,0.05,"36,802,538.45",42.05
WWW,WOLVERINE WORLD WIDE INC,Consumer Discretionary,0.05,"36,752,396.80",17.92
STOK,STOKE THERAPEUTICS INC,Health Care,0.05,"36,750,718.48",32.18
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,0.05,"36,422,807.40",29.40
GABC,GERMAN AMERICAN BANCORP INC,Financials,0.05,"36,326,157.48",39.96
XHR,XENIA HOTELS RESORTS REIT INC,Real Estate,0.05,"36,299,133.36",14.64
HOPE,HOPE BANCORP INC,Financials,0.05,"36,270,292.80",11.20
FSLY,FASTLY INC CLASS A,Information Technology,0.05,"36,253,443.38",10.21
AZTA,AZENTA INC,Health Care,0.05,"36,216,497.40",34.68
MBC,MASTERBRAND INC,Industrials,0.05,"36,175,519.44",11.17
TRUP,TRUPANION INC,Financials,0.05,"36,167,600.64",37.74
VERX,VERTEX INC CLASS A,Information Technology,0.05,"36,018,963.24",20.28
GBX,GREENBRIER INC,Industrials,0.05,"36,000,060.24",46.52
